,latitude,longitude,minimum_nights,availability_365,neighbourhood_group_n,room_type_n
4334,40.71264,-73.94017,4,0,0,1
41879,40.7042,-73.91693,1,13,0,0
31234,40.64401,-73.96047,7,77,0,1
586,40.72595,-73.95298,29,335,0,1
20832,40.71281,-73.94246,4,6,0,1
47884,40.79906,-73.96517,1,7,1,0
33632,40.69666,-73.83415,3,0,2,1
35612,40.63814,-73.90002,1,258,0,1
39233,40.69353,-73.94375,2,220,0,0
6436,40.76865,-73.98672,3,0,1,0
13546,40.7664,-73.95854,2,0,1,1
44758,40.84942,-73.93223,1,188,1,0
14282,40.66483,-73.88208,4,111,0,1
7817,40.70965,-73.96817,30,13,0,1
6211,40.65262,-73.94211,30,221,0,1
29170,40.77506,-73.98162,15,0,1,1
24684,40.66589,-73.95103,3,250,0,1
30668,40.67363,-73.91385,2,210,0,1
12167,40.76365,-73.99472,30,339,1,1
41848,40.69278,-73.94372,1,298,0,0
1697,40.83556,-73.94609,30,249,1,0
23992,40.81375,-73.95268,2,0,1,0
34099,40.68063,-73.91689,1,75,0,0
42422,40.82791,-73.94752,2,72,1,0
9222,40.75966,-73.90924,30,0,2,0
34245,40.72673,-73.98766,1,0,1,0
37868,40.72104,-73.85391,2,24,2,0
3509,40.63832,-73.96769,5,33,0,0
11123,40.76069,-73.99068,2,118,1,1
46823,40.68875,-73.96725,5,209,0,1
29758,40.70351,-74.01266,2,0,1,1
9784,40.8327,-73.94486,1,0,1,1
29796,40.74893,-73.94688,2,161,2,1
16117,40.76232,-73.97614,2,0,1,0
8912,40.71647,-73.93824,1,0,0,0
40901,40.68434,-73.93712,1,0,0,0
35936,40.80256,-73.95581,2,90,1,0
48680,40.75113,-74.00231,5,167,1,1
40439,40.74057,-73.86975,1,231,2,0
28167,40.67177,-73.93947,5,0,0,0
26475,40.67711,-73.98074,3,0,0,1
8995,40.68637,-73.79214,1,348,2,0
33696,40.66214,-73.99511,1,133,0,1
32693,40.74016,-73.99902,2,0,1,1
46295,40.72608,-73.98161,3,26,1,1
40577,40.80454,-73.94635,5,148,1,1
4197,40.64468,-73.97208,3,0,0,1
40656,40.77714,-73.9881,3,0,1,0
35527,40.66265,-73.88735,3,90,0,0
18502,40.80742,-73.95205,3,365,1,1
22070,40.7345,-73.98482,6,177,1,1
14865,40.74773,-73.98079,1,0,1,1
15083,40.79663,-73.94893,1,0,1,0
5999,40.77431,-73.9114,1,0,2,0
43286,40.85129,-73.92954,3,313,1,1
7441,40.65604,-73.94221,30,361,0,0
14215,40.72729,-73.95138,2,0,0,1
24995,40.69444,-73.95257,4,247,0,1
45368,40.71125,-73.96116,2,57,0,1
26902,40.70455,-73.81528,1,309,2,0
9334,40.69139,-73.961,5,0,0,0
13726,40.70764,-73.94231,1,0,0,0
25257,40.74654,-73.91842,3,75,2,0
2777,40.68084,-73.92804,3,209,0,1
37980,40.70772,-74.01489,1,365,1,0
24166,40.77727,-73.98127,3,237,1,1
7585,40.68202,-73.98151,2,295,0,0
12102,40.79224,-73.97417,30,265,1,1
2597,40.64734,-73.97334,30,16,0,1
23018,40.76682,-73.90807,2,338,2,0
36310,40.71984,-73.83969,2,205,2,0
40621,40.73411,-74.00508,3,169,1,1
22029,40.68567,-73.93509,2,23,0,1
20544,40.67306,-73.92334,2,29,0,0
35069,40.75452,-73.96256,29,206,1,1
15376,40.69324,-73.94656,4,89,0,0
37537,40.74406,-73.98003,3,0,1,0
23473,40.74165,-73.98486,4,9,1,1
9935,40.68458,-73.96332,3,0,0,1
27151,40.7141,-73.96163,1,0,0,2
32029,40.67901,-73.89224,1,126,0,1
9771,40.68496,-73.91107,14,0,0,0
22071,40.6899,-73.95498,1,358,0,0
28344,40.7113,-73.9573,1,334,0,1
35122,40.73786,-73.90616,30,235,2,0
20912,40.86688,-73.92402,6,0,1,0
17318,40.77467,-73.95533,30,126,1,1
12092,40.75088,-73.99951,2,0,1,0
44225,40.61642,-74.02397,3,21,0,1
39579,40.82621,-73.94125,30,209,1,1
6565,40.65701,-73.96055,2,94,0,0
46329,40.68906,-73.98983,30,63,0,1
42427,40.78812,-73.97091,2,66,1,0
13620,40.794,-73.94585,2,0,1,1
18345,40.74962,-73.91664,2,252,2,1
14901,40.66429,-73.94994,2,75,0,1
12619,40.73713,-74.00059,7,0,1,1
451,40.70867,-73.94284,2,222,0,1
17051,40.76986,-73.98673,1,0,1,0
7523,40.7555,-73.96826,4,148,1,1
5097,40.76522,-73.99486,2,0,1,1
35164,40.73821,-73.81006,1,90,2,0
33063,40.63554,-74.02421,28,264,0,0
33072,40.63277,-74.09562,3,87,3,1
4631,40.7659,-73.96611,4,6,1,1
20578,40.85204,-73.92886,4,0,1,0
8267,40.80066,-73.96941,1,0,1,0
17963,40.72191,-73.98141,2,39,1,1
37959,40.68632,-73.96292,2,11,0,1
47096,40.58101,-73.98514,6,297,0,1
14061,40.82903,-73.94747,3,82,1,0
26444,40.76892,-73.99016,3,0,1,0
43728,40.70621,-74.01199,2,350,1,1
48220,40.81427,-73.95141,2,40,1,1
4391,40.70775,-73.94214,5,0,0,0
16489,40.67378,-73.88846,30,326,0,0
8950,40.72148,-73.98235,2,1,1,1
31596,40.69298,-73.94188,3,14,0,1
19448,40.72391,-74.00658,4,0,1,1
30955,40.82847,-73.93701,7,24,1,1
32465,40.77922,-73.90861,3,11,2,0
44174,40.70649,-74.01217,2,260,1,1
34465,40.69156,-73.94846,4,0,0,0
29315,40.70093,-73.91864,2,139,0,0
41080,40.75628,-73.99643,1,365,1,0
22177,40.6961,-73.99329,2,363,0,0
14156,40.75598,-73.96664,3,0,1,1
39593,40.75506,-73.99715,1,365,1,0
12901,40.70179,-73.93689,1,0,0,0
6010,40.67828,-73.96228,1,0,0,0
9855,40.81208,-73.95097,3,0,1,1
28217,40.6926,-73.94076,30,364,0,0
26130,40.66183,-73.72943,1,84,2,0
16534,40.71258,-73.9901,4,0,1,1
21133,40.69692,-73.90832,4,76,0,1
41086,40.7436,-73.98165,3,277,1,1
48693,40.69093,-73.9471,1,30,0,0
13957,40.71362,-73.95617,1,201,0,1
48217,40.77352,-73.94693,30,66,1,1
17553,40.65218,-73.73498,1,0,2,0
14785,40.70998,-73.94854,2,124,0,1
39374,40.6844,-73.91878,2,18,0,0
22579,40.7402,-73.999,30,126,1,1
9278,40.66664,-73.99348,2,189,0,0
2717,40.76199,-73.98627,2,340,1,0
6523,40.67238,-73.95768,1,0,0,1
35632,40.68528,-73.97127,2,0,0,1
19185,40.74533,-73.9772,2,0,1,1
25000,40.68336,-73.93578,2,0,0,1
28928,40.81529,-73.94367,1,21,1,1
15087,40.66633,-73.93507,3,0,0,0
30879,40.6785,-73.98209,2,0,0,1
17074,40.75683,-73.9659,30,342,1,1
19789,40.68434,-73.95399,7,0,0,1
21408,40.73571,-73.95372,1,9,0,0
23240,40.70833,-74.01068,3,0,1,0
20541,40.82548,-73.94983,2,0,1,1
8046,40.81143,-73.95987,1,0,1,0
36125,40.6716,-73.9564,2,199,0,1
8935,40.71332,-73.94952,2,0,0,1
3221,40.72709,-73.98442,2,363,1,1
1467,40.68863,-74.00181,3,0,0,1
32707,40.64324,-73.96332,2,2,0,0
26070,40.68496,-73.78194,1,155,2,0
45293,40.67634,-74.01009,2,8,0,0
18284,40.72245,-73.99416,1,14,1,2
17670,40.73756,-73.99858,3,0,1,1
35235,40.7018,-73.89643,1,0,2,0
39800,40.81389,-73.88914,2,342,4,0
34149,40.80203,-73.93885,1,0,1,2
15743,40.62551,-73.93545,5,346,0,0
38541,40.73468,-73.95418,5,0,0,1
15073,40.66734,-73.94232,2,0,0,0
41539,40.68594,-73.95658,1,146,0,0
12652,40.66001,-73.94664,3,237,0,1
39110,40.67128,-73.91604,1,88,0,1
23800,40.71749,-73.95747,2,22,0,1
38836,40.6887,-73.95572,2,311,0,0
24131,40.74379,-73.99433,2,0,1,1
45600,40.86025,-73.92647,10,145,1,0
26292,40.69081,-73.92679,2,13,0,0
23604,40.68197,-73.94564,3,0,0,1
45817,40.61822,-74.03538,1,322,0,0
44722,40.70796,-74.00288,1,365,1,0
2588,40.80861,-73.94574,3,248,1,1
42309,40.67757,-73.98845,2,209,0,1
32703,40.68174,-73.94437,3,176,0,0
13259,40.7933,-73.93424,1,321,1,1
43815,40.69541,-73.90785,1,41,0,2
19113,40.6922,-73.864,3,283,2,0
47383,40.69482,-73.86747,3,41,2,0
5959,40.75259,-73.94104,2,90,2,0
40770,40.68694,-73.92732,30,342,0,2
45601,40.72183,-73.98803,1,0,1,1
34584,40.79026,-73.97304,30,364,1,1
12077,40.72291,-73.9945,3,0,1,1
36428,40.74377,-73.99905,4,0,1,1
5319,40.89022,-73.9039,14,0,4,1
16654,40.79951,-73.96767,5,0,1,0
34909,40.66448,-73.76479,3,44,2,1
6741,40.82899,-73.95024,1,364,1,0
47865,40.81709,-73.93866,1,69,1,1
46023,40.76424,-73.98916,1,357,1,2
9896,40.72118,-73.99575,4,89,1,1
33874,40.75987,-73.986,5,0,1,1
45874,40.71114,-73.96153,14,139,0,0
29699,40.70858,-73.94791,7,0,0,1
45709,40.64739,-74.00549,1,50,0,0
27400,40.7582,-73.97843,29,340,1,1
1152,40.75632,-73.96464,14,317,1,1
40883,40.60556,-73.99898,3,147,0,1
35957,40.69198,-73.9038,2,349,0,0
15458,40.69294,-73.92287,4,48,0,1
7766,40.69498,-73.96002,30,340,0,0
46896,40.64946,-73.96041,10,341,0,2
9532,40.68992,-73.91408,1,0,0,0
364,40.71577,-73.96053,3,359,0,1
1176,40.65524,-73.95646,1,362,0,0
15860,40.72817,-73.98041,2,0,1,0
21448,40.74433,-73.98318,2,0,1,1
29971,40.65501,-73.91886,5,89,0,0
39379,40.68269,-73.98585,3,0,0,1
43724,40.79863,-73.96103,30,348,1,0
31623,40.72081,-73.97921,14,126,1,0
33062,40.72848,-74.0012,4,5,1,1
41933,40.74892,-73.97571,2,58,1,1
34741,40.68811,-73.97539,4,329,0,0
39783,40.74096,-73.87937,3,310,2,0
11799,40.72403,-73.97741,4,63,1,0
29046,40.68822,-73.91639,2,352,0,0
22553,40.63457,-74.07817,1,351,3,0
43521,40.80879,-73.94174,7,14,1,1
26068,40.75713,-73.91334,3,328,2,0
7853,40.71151,-73.95339,5,305,0,1
12422,40.65221,-73.96289,14,21,0,0
30367,40.76322,-73.93047,3,0,2,0
37475,40.67233,-73.77751,1,253,2,0
43694,40.68557,-73.97288,1,73,0,2
10284,40.71755,-73.96419,2,77,0,0
2932,40.72668,-73.95555,2,282,0,0
35504,40.70375,-73.97979,3,0,0,1
47178,40.74164,-73.90289,5,197,2,0
4180,40.67203,-73.93494,28,336,0,1
46950,40.66302,-73.86082,3,94,0,1
2812,40.64361,-73.96821,2,349,0,1
39762,40.7243,-73.98255,15,332,1,1
17405,40.72009,-73.98631,2,0,1,0
47270,40.69485,-73.94005,30,341,0,2
13324,40.72324,-73.98195,1,0,1,1
22320,40.65935,-73.90279,2,70,0,1
23165,40.81372,-73.95612,1,67,1,1
2963,40.70758,-74.00799,4,365,1,0
10325,40.77098,-73.95965,2,157,1,1
5711,40.65337,-73.97483,4,275,0,1
13224,40.82502,-73.95186,5,0,1,1
46491,40.73847,-73.8775,30,0,2,0
4226,40.86705,-73.88545,7,365,4,2
48573,40.72327,-73.98027,7,42,1,2
6165,40.73505,-73.98212,30,344,1,1
28407,40.67019,-73.93996,3,125,0,0
28326,40.71222,-73.93983,3,5,0,0
9265,40.71674,-74.00334,5,0,1,0
21356,40.76882,-73.92793,3,23,2,0
15996,40.67493,-73.96195,3,0,0,1
30934,40.76516,-73.95841,1,0,1,0
38744,40.73774,-73.99725,30,337,1,1
498,40.72974,-73.98201,4,43,1,0
39259,40.71101,-73.96439,4,128,0,1
48039,40.57759,-73.96218,1,353,0,0
32104,40.70987,-73.94222,3,254,0,0
30402,40.764,-73.98033,2,0,1,1
275,40.68276,-73.95264,5,68,0,0
45740,40.72916,-73.98228,30,90,1,1
42712,40.69264,-73.94551,2,0,0,1
1132,40.74679,-73.91853,3,330,2,0
41429,40.70569,-74.01077,2,349,1,1
45087,40.74476,-73.98551,1,327,1,0
48148,40.75073,-73.99549,1,365,1,0
14685,40.76485,-73.93959,1,0,2,0
26296,40.64104,-73.96337,2,17,0,0
3308,40.70608,-73.94269,4,0,0,0
21468,40.7204,-74.00047,1,0,1,0
2420,40.83448,-73.94476,1,189,1,0
25243,40.78088,-73.90819,1,327,2,0
28325,40.69264,-73.90485,4,0,0,0
7993,40.82366,-73.9461,3,0,1,0
10111,40.69704,-73.94761,5,0,0,0
27727,40.76521,-73.98507,4,0,1,1
30433,40.67295,-73.95883,1,0,0,0
5305,40.72917,-73.99974,25,31,1,0
29906,40.72169,-73.98279,4,161,1,1
19342,40.71373,-73.94794,10,93,0,1
3118,40.68489,-73.95473,7,359,0,1
19371,40.74965,-73.94019,2,0,2,0
9804,40.68346,-73.95551,2,0,0,0
32581,40.72077,-73.98427,1,0,1,0
15634,40.76188,-73.91766,3,0,2,0
34016,40.66361,-73.99246,2,0,0,0
31005,40.68491,-73.93399,6,21,0,0
37577,40.75125,-73.89346,2,267,2,2
9163,40.70711,-73.95136,3,0,0,1
16807,40.66018,-73.98074,2,0,0,1
41900,40.74868,-73.97563,2,108,1,1
28589,40.78021,-73.91015,1,351,2,0
5685,40.77607,-73.98035,2,10,1,1
34084,40.69183,-73.94185,7,105,0,0
6528,40.75916,-73.91427,1,364,2,0
15435,40.76625,-73.91448,2,0,2,0
22747,40.64246,-73.9538,7,0,0,1
47035,40.76209,-73.96181,5,58,1,1
47348,40.70483,-73.92565,30,365,0,0
6435,40.77345,-73.95848,10,157,1,0
42113,40.67193,-73.77986,1,121,2,1
2299,40.66698,-73.98162,3,1,0,1
40189,40.68483,-73.94745,3,91,0,1
4076,40.77231,-73.95588,30,326,1,1
12217,40.73329,-73.89463,1,0,2,0
25610,40.67585,-73.87307,2,2,0,1
7232,40.68211,-73.92121,3,343,0,1
806,40.68538,-74.00056,3,189,0,1
594,40.74267,-73.98569,4,0,1,1
12771,40.70669,-73.94943,5,0,0,0
44216,40.70845,-74.00472,29,327,1,1
1520,40.80373,-73.9679,1,0,1,0
33151,40.7298,-73.99838,3,0,1,1
3487,40.68041,-73.95838,4,261,0,1
13188,40.69233,-73.94204,1,141,0,0
3560,40.72552,-73.94195,30,365,0,1
7702,40.8063,-73.96268,7,0,1,1
26082,40.68265,-73.97754,3,0,0,0
48852,40.69805,-73.92801,1,1,0,0
29807,40.72017,-73.95352,6,0,0,1
48804,40.70597,-74.01562,4,22,1,0
10465,40.69312,-73.9236,1,0,0,0
14995,40.76088,-73.92233,1,183,2,0
14278,40.84411,-73.93784,3,113,1,0
15976,40.71784,-73.95265,4,0,0,0
45101,40.69299,-73.92524,1,174,0,0
14139,40.6869,-73.96324,3,251,0,1
42597,40.70002,-73.94054,30,341,0,2
28451,40.80049,-73.96629,2,0,1,0
6993,40.67676,-73.96683,1,0,0,1
36380,40.82365,-73.93786,10,95,1,1
33645,40.71769,-73.99148,1,0,1,1
917,40.75763,-73.99482,6,80,1,0
7510,40.72795,-73.98539,4,35,1,0
908,40.71179,-73.96449,4,52,0,0
45240,40.72176,-74.00448,3,6,1,1
29552,40.68337,-73.93057,2,319,0,0
12,40.66829,-73.98779,4,314,0,0
14374,40.86609,-73.92638,3,0,1,1
3786,40.78498,-73.97284,1,365,1,1
10698,40.64438,-73.95408,5,89,0,0
3958,40.79841,-73.95257,2,183,1,0
4684,40.67517,-73.89814,1,162,0,0
7436,40.80177,-73.93532,7,0,1,1
23095,40.7097,-73.94001,2,0,0,0
45606,40.53939,-74.15389,10,30,3,1
10852,40.76307,-73.92247,14,0,2,1
32242,40.73631,-73.97512,5,6,1,0
44530,40.70805,-73.91535,7,126,2,1
23172,40.80225,-73.96633,3,16,1,0
10975,40.70727,-73.94025,2,0,0,0
33580,40.86735,-73.91762,3,0,1,0
11537,40.75687,-73.96639,3,0,1,1
7739,40.71251,-73.9517,3,24,0,0
26985,40.68497,-73.97986,3,3,0,1
4920,40.68388,-73.94427,5,333,0,1
28753,40.63338,-73.94753,2,0,0,0
1151,40.68444,-73.99904,5,342,0,0
41930,40.74147,-73.86753,1,308,2,2
26347,40.67858,-73.9812,30,75,0,1
13986,40.80387,-73.96096,3,0,1,1
8274,40.76521,-73.98776,3,7,1,1
6070,40.7026,-73.92787,3,0,0,1
3669,40.78616,-73.97348,2,270,1,0
8581,40.61814,-73.97078,4,179,0,1
32408,40.73521,-73.99944,4,1,1,1
12723,40.82749,-73.94329,5,18,1,1
45014,40.76251,-73.98392,1,292,1,0
2416,40.76703,-73.95413,2,282,1,1
36899,40.84539,-73.93968,2,0,1,2
46073,40.89323,-73.85215,2,364,4,0
42656,40.8159,-73.9396,1,260,1,0
45810,40.75181,-73.93702,2,9,2,1
17559,40.65192,-73.95243,7,0,0,1
12486,40.70835,-74.00702,2,0,1,1
20999,40.73945,-73.98273,2,0,1,1
41566,40.80521,-73.95137,1,113,1,0
17089,40.66525,-73.99524,2,65,0,1
6067,40.68687,-73.94518,2,285,0,1
18950,40.69085,-73.95578,2,83,0,0
7204,40.65491,-73.9222,4,340,0,1
9028,40.71488,-73.96148,8,0,0,0
16538,40.84268,-73.89294,1,0,4,1
14210,40.72147,-73.86317,3,32,2,1
33902,40.69037,-73.90679,14,55,0,0
27558,40.732,-73.98706,6,0,1,1
11515,40.72569,-73.95515,2,0,0,0
277,40.72956,-73.98158,7,231,1,1
3255,40.80447,-73.94034,30,356,1,0
4965,40.66252,-73.98433,2,0,0,1
45146,40.78996,-73.97561,1,117,1,0
7632,40.75437,-73.99334,4,0,1,0
20361,40.75073,-73.98439,3,0,1,0
4556,40.71262,-73.95676,7,44,0,1
2233,40.85933,-73.92863,1,357,1,0
35437,40.76596,-73.98846,7,0,1,1
38912,40.6821,-73.90694,2,347,0,1
1496,40.62764,-73.90086,2,0,0,0
39548,40.84245,-73.93886,2,29,1,0
31812,40.69401,-73.95692,1,87,0,0
46968,40.56153,-74.10047,5,46,3,1
43908,40.75009,-73.94864,1,67,2,0
35083,40.80624,-73.95622,1,0,1,0
31024,40.70057,-73.92385,7,1,0,1
33491,40.64834,-73.95161,1,84,0,0
6719,40.70092,-73.92945,1,0,0,1
43283,40.79491,-73.94162,3,307,1,1
43435,40.66008,-73.92122,2,304,0,0
44494,40.71456,-73.94326,1,200,0,1
45080,40.68473,-73.93976,2,63,0,0
1552,40.67507,-73.98093,3,266,0,1
764,40.80285,-73.95166,2,50,1,0
19009,40.72596,-73.94643,3,0,0,1
40856,40.68219,-73.90737,1,189,0,0
27518,40.68559,-74.0011,3,106,0,1
38769,40.76178,-73.98547,30,306,1,1
30737,40.68891,-73.93663,3,25,0,1
6517,40.69702,-73.93365,2,0,0,0
47266,40.81668,-73.9569,1,17,1,0
2145,40.80684,-73.94844,5,177,1,1
44767,40.76121,-73.99333,30,340,1,1
18705,40.79986,-73.96415,1,34,1,0
38509,40.7198,-73.95813,3,168,0,1
29879,40.74807,-73.73674,2,240,2,0
3335,40.70618,-73.91669,3,0,0,1
38711,40.73806,-73.99744,30,261,1,1
32211,40.74123,-74.00548,2,134,1,1
38671,40.69518,-73.94676,2,112,0,1
4189,40.69026,-73.92701,4,0,0,0
32547,40.73265,-74.00252,3,0,1,1
24585,40.76531,-73.91155,2,0,2,1
10659,40.7734,-73.95832,5,0,1,1
40342,40.70685,-73.73583,2,0,2,0
22307,40.81131,-73.9582,1,0,1,0
459,40.83096,-73.94633,3,247,1,1
30548,40.78353,-73.97802,30,242,1,0
31793,40.77882,-73.95054,27,154,1,1
38471,40.86184,-73.92757,5,365,1,0
25105,40.7005,-73.92554,3,0,0,1
36281,40.72396,-74.00393,5,0,1,0
11808,40.70782,-73.95462,1,0,0,0
1386,40.71655,-74.01171,30,116,1,1
31273,40.66889,-73.99115,1,221,0,0
5126,40.68769,-73.95333,2,0,0,0
34130,40.71603,-73.9409,5,35,0,1
4120,40.79592,-73.97024,2,0,1,1
39569,40.78012,-73.98279,1,59,1,0
33928,40.65667,-73.97908,5,15,0,1
6148,40.77998,-73.98462,2,2,1,1
28546,40.77267,-73.94735,2,0,1,1
33572,40.75046,-73.85443,2,24,2,0
43876,40.73591,-73.92415,2,57,2,0
47136,40.66678,-73.97709,4,199,0,1
7193,40.73226,-74.00644,30,365,1,1
31097,40.72468,-73.98996,4,164,1,1
42730,40.71171,-73.99077,30,46,1,1
1529,40.71428,-73.961,4,170,0,1
30506,40.72909,-73.98986,1,5,1,0
17851,40.63873,-73.95305,2,0,0,0
1609,40.65989,-73.99536,3,329,0,0
17299,40.65879,-73.97733,5,0,0,1
13898,40.74286,-73.91635,1,0,2,0
27709,40.76145,-73.98912,4,0,1,0
31494,40.76811,-73.94483,7,0,1,0
44280,40.79325,-73.93386,1,178,1,1
6230,40.67565,-73.95121,2,325,0,0
42581,40.77824,-73.97964,2,21,1,1
24875,40.73319,-74.00435,10,90,1,1
14025,40.67706,-73.98227,1,0,0,1
55,40.70881,-73.9593,30,30,0,1
11906,40.72356,-74.00472,5,0,1,1
283,40.6715,-73.94808,21,331,0,0
46753,40.68743,-73.91048,3,51,0,1
8714,40.78165,-73.94825,2,0,1,1
38633,40.76135,-73.98668,30,35,1,1
23637,40.70546,-74.01465,1,0,1,1
38293,40.70637,-74.00645,29,309,1,1
21857,40.76964,-73.92303,10,188,2,0
35439,40.75759,-73.99006,3,86,1,0
25751,40.80924,-73.93873,2,0,1,1
14052,40.74095,-73.98554,1,0,1,0
34839,40.71295,-73.94459,3,98,0,1
35461,40.6814,-73.94975,2,257,0,0
48709,40.66067,-73.96094,1,207,0,2
20515,40.70412,-73.90171,3,0,2,0
40061,40.81818,-73.95506,1,98,1,2
10704,40.72784,-73.94937,1,0,0,0
13329,40.73628,-73.98549,4,268,1,0
33734,40.69396,-73.95578,1,346,0,2
5200,40.80645,-73.95804,5,198,1,0
16404,40.73769,-73.99026,30,365,1,0
6553,40.68589,-73.95759,1,0,0,1
39838,40.72699,-73.99933,3,244,1,1
13766,40.77673,-73.90993,2,229,2,0
43356,40.71255,-73.93922,3,3,0,1
37631,40.68907,-73.95217,30,333,0,0
35795,40.77016,-73.95632,2,75,1,0
15700,40.77008,-73.92878,2,20,2,0
27364,40.71829,-73.95926,2,257,0,1
30180,40.82521,-73.94159,2,0,1,1
20500,40.65868,-73.94992,2,234,0,1
22190,40.71185,-73.95806,20,45,0,1
48527,40.7404,-73.99853,2,157,1,1
19440,40.68769,-73.96604,2,347,0,1
47324,40.68434,-73.9064,3,329,0,1
11766,40.73975,-73.98073,1,0,1,1
467,40.6809,-73.99233,7,0,0,1
45257,40.80553,-73.94928,1,161,1,1
23714,40.77541,-73.95083,12,0,1,1
24116,40.88249,-73.86274,1,328,4,0
28027,40.80513,-73.9632,3,0,1,1
47079,40.70517,-74.00907,1,246,1,1
42633,40.6853,-73.76814,1,180,2,0
15590,40.70005,-73.8952,1,0,2,1
38693,40.72988,-74.00341,30,328,1,1
1944,40.71171,-73.96694,5,14,0,1
40119,40.71327,-73.99019,30,0,1,0
21067,40.64836,-73.94547,13,267,0,0
22392,40.63592,-74.0219,30,0,0,0
34888,40.70761,-74.00513,29,38,1,1
8700,40.68542,-73.96103,4,295,0,1
12257,40.77281,-73.95822,2,0,1,1
46088,40.76238,-73.91721,1,333,2,0
30845,40.67705,-73.99655,2,258,0,1
20792,40.77174,-73.95703,1,0,1,0
6656,40.68811,-73.92398,2,305,0,1
14402,40.68354,-73.96748,6,203,0,1
44420,40.69861,-73.91999,4,34,0,1
18527,40.76141,-73.96376,30,312,1,1
2625,40.74572,-73.99637,4,280,1,1
47301,40.68002,-74.0055,2,79,0,1
38244,40.84216,-73.94227,1,71,1,0
38054,40.69869,-73.749,3,348,2,1
37464,40.68333,-73.99831,3,0,0,1
21496,40.84543,-73.9401,1,0,1,1
29226,40.8229,-73.93925,1,180,1,0
38511,40.6772,-73.94442,2,0,0,0
32652,40.71052,-73.80906,1,108,2,0
19084,40.65607,-74.00306,1,52,0,0
13952,40.68928,-73.99903,1,0,0,1
38502,40.73237,-73.98495,7,153,1,1
9824,40.70641,-73.96801,1,0,0,1
27669,40.61818,-74.03464,4,0,0,1
26870,40.7137,-73.94813,2,0,0,0
13077,40.72522,-73.94022,1,0,0,0
25,40.65599,-73.97519,1,85,0,0
41152,40.70352,-73.92163,4,189,0,0
22132,40.80726,-73.93815,2,267,1,1
46230,40.73213,-73.85717,7,365,2,0
18793,40.69901,-73.90168,3,65,2,1
9364,40.75788,-73.99223,2,130,1,0
36087,40.63311,-74.07936,2,302,3,0
2911,40.76493,-73.98652,30,340,1,1
12748,40.76206,-73.94904,3,0,1,0
7536,40.76224,-73.92023,7,0,2,0
12019,40.71035,-74.01343,20,0,1,1
23779,40.60658,-73.99738,3,99,0,1
24835,40.76054,-73.99066,2,266,1,1
43224,40.74535,-73.9764,2,0,1,1
18194,40.77744,-73.94501,30,284,1,1
7073,40.71124,-73.95717,1,0,0,1
6322,40.73173,-74.00904,3,0,1,1
6128,40.7373,-73.98392,1,365,1,0
9763,40.81335,-73.8873,30,333,4,0
11113,40.71764,-73.95689,1,0,0,0
19809,40.66197,-73.94668,2,20,0,0
14442,40.72048,-73.9906,2,139,1,0
19269,40.81658,-73.88889,14,340,4,0
26092,40.66174,-73.95496,2,182,0,0
25743,40.69268,-73.93054,5,6,0,0
32071,40.67757,-73.97017,1,163,0,0
6633,40.77321,-73.95175,1,0,1,0
4668,40.71314,-73.96719,3,0,0,1
21879,40.68638,-73.79007,1,159,2,0
3735,40.73046,-73.9921,1,0,1,0
26547,40.83408,-73.87419,3,214,4,0
40867,40.7679,-73.91764,5,0,2,1
27442,40.70085,-73.91929,3,0,0,0
43808,40.70867,-73.93891,15,0,0,0
26989,40.6891,-73.95452,2,49,0,0
14566,40.75066,-73.97037,30,364,1,1
26714,40.76301,-73.94959,3,195,1,0
4902,40.73689,-73.95488,20,0,0,1
1568,40.73016,-73.98643,5,344,1,1
10050,40.71331,-73.96347,1,0,0,1
18694,40.70468,-73.92568,5,88,0,0
10000,40.70803,-74.01735,1,0,1,1
29432,40.77411,-73.90017,1,0,2,0
41148,40.69289,-73.81079,2,0,2,0
15019,40.74561,-73.87344,1,164,2,0
33429,40.74444,-73.97355,29,332,1,1
996,40.79314,-73.94853,3,212,1,0
40671,40.69866,-73.92929,3,21,0,0
43996,40.66981,-73.95734,30,226,0,0
25383,40.80196,-73.93627,1,15,1,0
17577,40.77407,-73.90037,2,363,2,1
2388,40.63641,-73.96712,30,317,0,0
24479,40.71799,-73.98657,7,0,1,1
45695,40.75951,-73.98898,1,148,1,1
37720,40.755,-73.99784,1,87,1,0
1903,40.71541,-73.94464,4,245,0,0
8724,40.65972,-73.9937,7,0,0,0
35777,40.71451,-73.95068,5,0,0,0
48883,40.79755,-73.93614,2,364,1,0
1620,40.71714,-73.95447,2,364,0,2
36660,40.69263,-73.93992,2,308,0,0
29292,40.67318,-73.95679,7,0,0,0
11715,40.78607,-73.97347,7,147,1,1
13146,40.6894,-73.9518,2,0,0,0
26200,40.6835,-73.957,2,10,0,1
14549,40.7989,-73.96775,12,0,1,0
18005,40.6892,-73.97474,3,130,0,0
7533,40.67413,-73.95916,3,0,0,0
34804,40.79836,-73.94272,5,12,1,0
45718,40.82862,-73.94938,3,19,1,0
18543,40.6702,-73.9896,2,261,0,1
23703,40.8107,-73.95842,1,0,1,0
30772,40.71989,-74.00113,30,90,1,1
39385,40.7256,-73.98478,2,364,1,1
2215,40.72008,-74.0043,1,37,1,1
20353,40.76755,-73.9232,30,0,2,1
18827,40.71449,-73.96311,2,0,0,0
44879,40.70371,-73.92877,14,0,0,0
